adminyear,org_code,DistrictName,SchoolName,grade,group,eadv_num,eadv_per,epro_num,epro_per,eni_num,eni_per,ewf_num,ewf_per,madv_num,madv_per,mpro_num,mpro_per,mni_num,mni_per,mwf_num,mwf_per,etotal,mtotal
2010,490030,Cambridge,Martin Luther King Jr.,4,All Students,2,8,12,46,10,38,2,8,1,4,9,35,9,35,7,27,26,26
2010,490030,Cambridge,Martin Luther King Jr.,4,Low Income,2,11,8,42,9,47,0,0,0,0,8,42,7,37,4,21,19,19
2010,490030,Cambridge,Martin Luther King Jr.,4,Male,1,9,5,45,5,45,0,0,1,9,3,27,6,55,1,9,11,11
2010,490030,Cambridge,Martin Luther King Jr.,4,Female,1,7,7,47,5,33,2,13,0,0,6,40,3,20,6,40,15,15
2010,490030,Cambridge,Martin Luther King Jr.,4,Black,1,6,8,50,6,38,1,6,1,6,6,38,5,31,4,25,16,16
2010,490030,Cambridge,Martin Luther King Jr.,4,Title 1,2,8,12,46,10,38,2,8,1,4,9,35,9,35,7,27,26,26
2010,490035,Cambridge,King Open,4,All Students,7,15,19,40,19,40,3,6,7,15,16,34,21,45,3,6,48,47
2010,490035,Cambridge,King Open,4,Non-Low Income,6,23,14,54,5,19,1,4,5,19,10,38,11,42,0,0,26,26
2010,490035,Cambridge,King Open,4,Low Income,1,5,5,23,14,64,2,9,2,10,6,29,10,48,3,14,22,21
2010,490035,Cambridge,King Open,4,Male,3,16,5,26,10,53,1,5,2,11,6,32,10,53,1,5,19,19
2010,490035,Cambridge,King Open,4,Female,4,14,14,48,9,31,2,7,5,18,10,36,11,39,2,7,29,28
2010,490035,Cambridge,King Open,4,Black,0,0,2,18,6,55,3,27,0,0,4,36,4,36,3,27,11,11
2010,490035,Cambridge,King Open,4,White,5,22,12,52,6,26,0,0,6,26,9,39,8,35,0,0,23,23
2010,490035,Cambridge,King Open,4,Title 1,7,15,19,40,19,40,3,6,7,15,16,34,21,45,3,6,48,47
2010,490040,Cambridge,Kennedy-Longfellow,4,All Students,1,4,10,37,13,48,3,11,0,0,5,19,18,67,4,15,27,27
2010,490040,Cambridge,Kennedy-Longfellow,4,Low Income,1,5,8,42,9,47,1,5,0,0,4,21,13,68,2,11,19,19
2010,490040,Cambridge,Kennedy-Longfellow,4,Male,0,0,8,53,5,33,2,13,0,0,2,13,11,73,2,13,15,15
2010,490040,Cambridge,Kennedy-Longfellow,4,Female,1,8,2,17,8,67,1,8,0,0,3,25,7,58,2,17,12,12
2010,490040,Cambridge,Kennedy-Longfellow,4,White,0,0,5,45,5,45,1,9,0,0,3,27,7,64,1,9,11,11
2010,490040,Cambridge,Kennedy-Longfellow,4,Title 1,1,4,10,37,13,48,3,11,0,0,5,19,18,67,4,15,27,27
2010,490045,Cambridge,Morse,4,All Students,1,3,18,46,13,33,7,18,1,3,11,28,23,59,4,10,39,39
2010,490045,Cambridge,Morse,4,Non-Low Income,1,8,9,69,3,23,0,0,1,8,6,46,6,46,0,0,13,13
2010,490045,Cambridge,Morse,4,Low Income,0,0,9,35,10,38,7,27,0,0,5,19,17,65,4,15,26,26
2010,490045,Cambridge,Morse,4,Male,1,5,7,32,8,36,6,27,0,0,6,27,13,59,3,14,22,22
2010,490045,Cambridge,Morse,4,Female,0,0,11,65,5,29,1,6,1,6,5,29,10,59,1,6,17,17
2010,490045,Cambridge,Morse,4,Black,0,0,6,35,7,41,4,24,0,0,3,18,10,59,4,24,17,17
2010,490045,Cambridge,Morse,4,White,0,0,7,70,3,30,0,0,1,10,3,30,6,60,0,0,10,10
2010,490045,Cambridge,Morse,4,Special Ed,0,0,2,15,6,46,5,38,0,0,0,0,12,92,1,8,13,13
2010,490045,Cambridge,Morse,4,Title 1,1,3,18,46,13,33,7,18,1,3,11,28,23,59,4,10,39,39
2010,490050,Cambridge,Peabody,4,All Students,13,32,11,27,13,32,4,10,17,41,15,37,8,20,1,2,41,41
2010,490050,Cambridge,Peabody,4,Non-Low Income,10,45,8,36,4,18,0,0,14,64,7,32,1,5,0,0,22,22
2010,490050,Cambridge,Peabody,4,Low Income,3,16,3,16,9,47,4,21,3,16,8,42,7,37,1,5,19,19
2010,490050,Cambridge,Peabody,4,Male,5,22,8,35,7,30,3,13,11,48,8,35,3,13,1,4,23,23
2010,490050,Cambridge,Peabody,4,Female,8,44,3,17,6,33,1,6,6,33,7,39,5,28,0,0,18,18
2010,490050,Cambridge,Peabody,4,Black,0,0,3,23,8,62,2,15,1,8,7,54,5,38,0,0,13,13
2010,490050,Cambridge,Peabody,4,White,11,55,5,25,4,20,0,0,13,65,6,30,1,5,0,0,20,20
2010,490050,Cambridge,Peabody,4,Special Ed,0,0,2,17,6,50,4,33,1,8,5,42,5,42,1,8,12,12
2010,490050,Cambridge,Peabody,4,Title 1,13,32,11,27,13,32,4,10,17,41,15,37,8,20,1,2,41,41
2010,490065,Cambridge,John M Tobin,4,All Students,0,0,7,33,7,33,7,33,4,19,6,29,7,33,4,19,21,21
2010,490065,Cambridge,John M Tobin,4,Low Income,0,0,1,8,5,42,6,50,0,0,4,33,4,33,4,33,12,12
2010,490065,Cambridge,John M Tobin,4,Male,0,0,4,40,4,40,2,20,3,30,4,40,2,20,1,10,10,10
2010,490065,Cambridge,John M Tobin,4,Female,0,0,3,27,3,27,5,45,1,9,2,18,5,45,3,27,11,11
2010,490065,Cambridge,John M Tobin,4,Title 1,0,0,7,33,7,33,7,33,4,19,6,29,7,33,4,19,21,21
2010,490080,Cambridge,Graham and Parks,4,All Students,6,14,16,36,20,45,2,5,4,9,19,43,19,43,2,5,44,44
2010,490080,Cambridge,Graham and Parks,4,Non-Low Income,5,17,13,43,11,37,1,3,2,7,17,57,11,37,0,0,30,30
2010,490080,Cambridge,Graham and Parks,4,Low Income,1,7,3,21,9,64,1,7,2,14,2,14,8,57,2,14,14,14
2010,490080,Cambridge,Graham and Parks,4,Male,1,4,9,32,16,57,2,7,2,7,10,36,14,50,2,7,28,28
2010,490080,Cambridge,Graham and Parks,4,Female,5,31,7,44,4,25,0,0,2,13,9,56,5,31,0,0,16,16
2010,490080,Cambridge,Graham and Parks,4,Black,2,17,3,25,5,42,2,17,2,17,2,17,6,50,2,17,12,12
2010,490080,Cambridge,Graham and Parks,4,Asian,1,9,2,18,8,73,0,0,2,18,3,27,6,55,0,0,11,11
2010,490080,Cambridge,Graham and Parks,4,White,1,6,9,56,6,38,0,0,0,0,11,69,5,31,0,0,16,16
2010,490080,Cambridge,Graham and Parks,4,Special Ed,0,0,4,31,8,62,1,8,0,0,5,38,6,46,2,15,13,13
2010,490080,Cambridge,Graham and Parks,4,Non-Title 1,6,14,16,36,20,45,2,5,4,9,19,43,19,43,2,5,44,44
2010,490090,Cambridge,Fletcher/Maynard Academy,4,All Students,0,0,5,26,13,68,1,5,0,0,1,5,12,63,6,32,19,19
2010,490090,Cambridge,Fletcher/Maynard Academy,4,Low Income,0,0,2,15,10,77,1,8,0,0,1,8,9,69,3,23,13,13
2010,490090,Cambridge,Fletcher/Maynard Academy,4,Male,0,0,3,30,7,70,0,0,0,0,1,10,5,50,4,40,10,10
2010,490090,Cambridge,Fletcher/Maynard Academy,4,Black,0,0,3,27,8,73,0,0,0,0,0,0,8,73,3,27,11,11
2010,490090,Cambridge,Fletcher/Maynard Academy,4,Title 1,0,0,5,26,13,68,1,5,0,0,1,5,12,63,6,32,19,19
2011,490005,Cambridge,Maria L. Baldwin,4,All Students,5,13,15,38,18,45,2,5,9,23,12,30,16,40,3,8,40,40
2011,490005,Cambridge,Maria L. Baldwin,4,Non-Low Income,4,15,12,46,8,31,2,8,8,31,9,35,8,31,1,4,26,26
2011,490005,Cambridge,Maria L. Baldwin,4,Low Income,1,7,3,21,10,71,0,0,1,7,3,21,8,57,2,14,14,14
2011,490005,Cambridge,Maria L. Baldwin,4,Male,4,20,5,25,10,50,1,5,6,30,7,35,5,25,2,10,20,20
2011,490005,Cambridge,Maria L. Baldwin,4,Female,1,5,10,50,8,40,1,5,3,15,5,25,11,55,1,5,20,20
2011,490005,Cambridge,Maria L. Baldwin,4,High Needs,1,6,4,22,12,67,1,6,2,11,3,17,10,56,3,17,18,18
2011,490005,Cambridge,Maria L. Baldwin,4,White,4,22,8,44,6,33,0,0,6,33,6,33,6,33,0,0,18,18
2011,490005,Cambridge,Maria L. Baldwin,4,Non-Title 1,5,13,15,38,18,45,2,5,9,23,12,30,16,40,3,8,40,40
2011,490006,Cambridge,Amigos School,4,All Students,8,24,9,26,9,26,8,24,10,29,7,21,8,24,9,26,34,34
2011,490006,Cambridge,Amigos School,4,Non-Low Income,8,47,6,35,2,12,1,6,10,59,3,18,3,18,1,6,17,17
2011,490006,Cambridge,Amigos School,4,Low Income,0,0,3,18,7,41,7,41,0,0,4,24,5,29,8,47,17,17
2011,490006,Cambridge,Amigos School,4,Male,2,15,3,23,4,31,4,31,4,31,2,15,3,23,4,31,13,13
2011,490006,Cambridge,Amigos School,4,Female,6,29,6,29,5,24,4,19,6,29,5,24,5,24,5,24,21,21
2011,490006,Cambridge,Amigos School,4,High Needs,1,5,4,18,9,41,8,36,1,5,4,18,8,36,9,41,22,22
2011,490006,Cambridge,Amigos School,4,Hispanic/Latino,2,9,4,18,9,41,7,32,1,5,6,27,7,32,8,36,22,22
2011,490006,Cambridge,Amigos School,4,LEP/Formerly LEP,0,0,0,0,6,55,5,45,0,0,1,9,4,36,6,55,11,11
2011,490006,Cambridge,Amigos School,4,Special Ed,1,9,1,9,3,27,6,55,1,9,1,9,3,27,6,55,11,11
2011,490006,Cambridge,Amigos School,4,Non-Title 1,8,24,9,26,9,26,8,24,10,29,7,21,8,24,9,26,34,34
2011,490007,Cambridge,Cambridgeport,4,All Students,1,3,9,28,16,50,6,19,5,16,6,19,20,63,1,3,32,32
2011,490007,Cambridge,Cambridgeport,4,Non-Low Income,1,6,7,44,6,38,2,13,5,31,5,31,6,38,0,0,16,16
2011,490007,Cambridge,Cambridgeport,4,Low Income,0,0,2,13,10,63,4,25,0,0,1,6,14,88,1,6,16,16
2011,490007,Cambridge,Cambridgeport,4,Male,1,7,4,27,5,33,5,33,3,20,3,20,9,60,0,0,15,15
2011,490007,Cambridge,Cambridgeport,4,Female,0,0,5,29,11,65,1,6,2,12,3,18,11,65,1,6,17,17
2011,490007,Cambridge,Cambridgeport,4,High Needs,0,0,3,16,11,58,5,26,0,0,2,11,16,84,1,5,19,19
2011,490007,Cambridge,Cambridgeport,4,White,1,7,7,50,5,36,1,7,5,36,3,21,6,43,0,0,14,14
2011,490007,Cambridge,Cambridgeport,4,Non-Title 1,1,3,9,28,16,50,6,19,5,16,6,19,20,63,1,3,32,32
2011,490020,Cambridge,Haggerty,4,All Students,6,18,16,47,7,21,5,15,10,29,8,23,12,34,5,14,34,35
2011,490020,Cambridge,Haggerty,4,Non-Low Income,6,27,11,50,2,9,3,14,9,41,5,23,5,23,3,14,22,22
2011,490020,Cambridge,Haggerty,4,Low Income,0,0,5,42,5,42,2,17,1,8,3,23,7,54,2,15,12,13
2011,490020,Cambridge,Haggerty,4,Male,0,0,10,50,6,30,4,20,4,19,3,14,10,48,4,19,20,21
2011,490020,Cambridge,Haggerty,4,Female,6,43,6,43,1,7,1,7,6,43,5,36,2,14,1,7,14,14
2011,490020,Cambridge,Haggerty,4,High Needs,0,0,6,35,6,35,5,29,1,6,3,17,9,50,5,28,17,18
2011,490020,Cambridge,Haggerty,4,White,2,14,8,57,2,14,2,14,5,36,4,29,3,21,2,14,14,14
2011,490020,Cambridge,Haggerty,4,Special Ed, , , , , , , , ,0,0,0,0,5,50,5,50,9,10
2011,490020,Cambridge,Haggerty,4,Non-Title 1,6,18,16,47,7,21,5,15,10,29,8,23,12,34,5,14,34,35
2011,490030,Cambridge,Martin Luther King Jr.,4,All Students,2,14,9,64,2,14,1,7,4,29,4,29,5,36,1,7,14,14
2011,490030,Cambridge,Martin Luther King Jr.,4,High Needs,1,10,6,60,2,20,1,10,1,10,3,30,5,50,1,10,10,10
2011,490030,Cambridge,Martin Luther King Jr.,4,Black,0,0,7,70,2,20,1,10,0,0,4,40,5,50,1,10,10,10
2011,490030,Cambridge,Martin Luther King Jr.,4,Title 1,2,14,9,64,2,14,1,7,4,29,4,29,5,36,1,7,14,14
2011,490035,Cambridge,King Open,4,All Students,3,6,17,35,22,45,7,14,5,10,15,31,27,55,2,4,49,49
2011,490035,Cambridge,King Open,4,Non-Low Income,3,11,13,48,9,33,2,7,5,19,9,33,13,48,0,0,27,27
2011,490035,Cambridge,King Open,4,Low Income,0,0,4,18,13,59,5,23,0,0,6,27,14,64,2,9,22,22
2011,490035,Cambridge,King Open,4,Male,1,3,12,39,12,39,6,19,3,10,12,39,15,48,1,3,31,31
2011,490035,Cambridge,King Open,4,Female,2,11,5,28,10,56,1,6,2,11,3,17,12,67,1,6,18,18
2011,490035,Cambridge,King Open,4,High Needs,0,0,4,14,18,64,6,21,0,0,7,25,19,68,2,7,28,28
2011,490035,Cambridge,King Open,4,Black,0,0,2,18,4,36,5,45,0,0,1,9,8,73,2,18,11,11
2011,490035,Cambridge,King Open,4,White,2,9,9,39,10,43,2,9,4,17,8,35,11,48,0,0,23,23
2011,490035,Cambridge,King Open,4,Special Ed,0,0,0,0,11,73,4,27,0,0,3,20,12,80,0,0,15,15
2011,490035,Cambridge,King Open,4,Title 1,3,6,17,35,22,45,7,14,5,10,15,31,27,55,2,4,49,49
2011,490040,Cambridge,Kennedy-Longfellow,4,All Students,1,5,6,32,10,53,2,11,1,5,12,63,5,26,1,5,19,19
2011,490040,Cambridge,Kennedy-Longfellow,4,Low Income,0,0,3,27,8,73,0,0,0,0,8,73,3,27,0,0,11,11
2011,490040,Cambridge,Kennedy-Longfellow,4,Male,1,9,2,18,6,55,2,18,1,9,5,45,4,36,1,9,11,11
2011,490040,Cambridge,Kennedy-Longfellow,4,High Needs,0,0,3,25,9,75,0,0,0,0,8,67,4,33,0,0,12,12
2011,490040,Cambridge,Kennedy-Longfellow,4,Title 1,1,5,6,32,10,53,2,11,1,5,12,63,5,26,1,5,19,19
2011,490045,Cambridge,Morse,4,All Students,4,11,18,47,12,32,4,11,5,13,17,45,13,34,3,8,38,38
2011,490045,Cambridge,Morse,4,Non-Low Income,4,19,11,52,5,24,1,5,5,24,10,48,6,29,0,0,21,21
2011,490045,Cambridge,Morse,4,Low Income,0,0,7,41,7,41,3,18,0,0,7,41,7,41,3,18,17,17
2011,490045,Cambridge,Morse,4,Male,2,11,6,32,9,47,2,11,2,11,12,63,4,21,1,5,19,19
2011,490045,Cambridge,Morse,4,Female,2,11,12,63,3,16,2,11,3,16,5,26,9,47,2,11,19,19
2011,490045,Cambridge,Morse,4,High Needs,1,5,9,41,8,36,4,18,1,5,10,45,8,36,3,14,22,22
2011,490045,Cambridge,Morse,4,Black,0,0,8,62,4,31,1,8,1,8,6,46,4,31,2,15,13,13
2011,490045,Cambridge,Morse,4,White,4,25,8,50,3,19,1,6,4,25,8,50,4,25,0,0,16,16
2011,490045,Cambridge,Morse,4,Special Ed,0,0,2,17,6,50,4,33,0,0,6,50,3,25,3,25,12,12
2011,490045,Cambridge,Morse,4,Title 1,4,11,18,47,12,32,4,11,5,13,17,45,13,34,3,8,38,38
2011,490050,Cambridge,Peabody,4,All Students,6,17,13,36,12,33,5,14,10,29,8,23,15,43,2,6,36,35
2011,490050,Cambridge,Peabody,4,Non-Low Income,4,31,5,38,2,15,2,15,6,50,3,25,2,17,1,8,13,12
2011,490050,Cambridge,Peabody,4,Low Income,2,9,8,35,10,43,3,13,4,17,5,22,13,57,1,4,23,23
2011,490050,Cambridge,Peabody,4,Male,2,10,6,29,8,38,5,24,5,25,3,15,10,50,2,10,21,20
2011,490050,Cambridge,Peabody,4,Female,4,27,7,47,4,27,0,0,5,33,5,33,5,33,0,0,15,15
2011,490050,Cambridge,Peabody,4,High Needs,2,7,10,37,10,37,5,19,4,15,6,23,14,54,2,8,27,26
2011,490050,Cambridge,Peabody,4,Black,1,6,6,35,8,47,2,12,4,24,3,18,10,59,0,0,17,17
2011,490050,Cambridge,Peabody,4,Special Ed,0,0,4,27,6,40,5,33,0,0,1,7,11,79,2,14,15,14
2011,490050,Cambridge,Peabody,4,Title 1,6,17,13,36,12,33,5,14,10,29,8,23,15,43,2,6,36,35
2011,490065,Cambridge,John M Tobin,4,All Students,1,6,4,22,9,50,4,22,3,17,6,33,8,44,1,6,18,18
2011,490065,Cambridge,John M Tobin,4,Low Income,1,10,3,30,4,40,2,20,2,20,3,30,5,50,0,0,10,10
2011,490065,Cambridge,John M Tobin,4,High Needs,1,8,3,23,5,38,4,31,3,23,3,23,6,46,1,8,13,13
2011,490065,Cambridge,John M Tobin,4,Title 1,1,6,4,22,9,50,4,22,3,17,6,33,8,44,1,6,18,18
2011,490080,Cambridge,Graham and Parks,4,All Students,9,18,18,37,16,33,6,12,9,19,19,40,13,27,7,15,49,48
2011,490080,Cambridge,Graham and Parks,4,Non-Low Income,9,29,13,42,9,29,0,0,8,26,15,48,6,19,2,6,31,31
2011,490080,Cambridge,Graham and Parks,4,Low Income,0,0,5,28,7,39,6,33,1,6,4,24,7,41,5,29,18,17
2011,490080,Cambridge,Graham and Parks,4,Male,3,14,6,27,8,36,5,23,5,23,7,32,6,27,4,18,22,22
2011,490080,Cambridge,Graham and Parks,4,Female,6,22,12,44,8,30,1,4,4,15,12,46,7,27,3,12,27,26
2011,490080,Cambridge,Graham and Parks,4,High Needs,1,4,7,27,12,46,6,23,2,8,6,24,10,40,7,28,26,25
2011,490080,Cambridge,Graham and Parks,4,Black,0,0,1,8,5,42,6,50,0,0,1,8,6,50,5,42,12,12
2011,490080,Cambridge,Graham and Parks,4,White,7,33,10,48,4,19,0,0,6,29,11,52,3,14,1,5,21,21
2011,490080,Cambridge,Graham and Parks,4,Special Ed,1,8,2,17,7,58,2,17,1,8,2,17,7,58,2,17,12,12
2011,490080,Cambridge,Graham and Parks,4,Non-Title 1,9,18,18,37,16,33,6,12,9,19,19,40,13,27,7,15,49,48
2011,490090,Cambridge,Fletcher/Maynard Academy,4,All Students,0,0,2,11,12,63,5,26,1,5,2,11,12,63,4,21,19,19
2011,490090,Cambridge,Fletcher/Maynard Academy,4,Low Income,0,0,2,17,8,67,2,17,1,8,1,8,8,67,2,17,12,12
2011,490090,Cambridge,Fletcher/Maynard Academy,4,Male,0,0,0,0,6,55,5,45,1,9,0,0,6,55,4,36,11,11
2011,490090,Cambridge,Fletcher/Maynard Academy,4,High Needs,0,0,2,13,9,56,5,31,1,6,1,6,10,63,4,25,16,16
2011,490090,Cambridge,Fletcher/Maynard Academy,4,Black,0,0,2,15,8,62,3,23,1,8,2,15,8,62,2,15,13,13
2011,490090,Cambridge,Fletcher/Maynard Academy,4,Special Ed,0,0,0,0,5,50,5,50,0,0,0,0,6,60,4,40,10,10
2011,490090,Cambridge,Fletcher/Maynard Academy,4,Title 1,0,0,2,11,12,63,5,26,1,5,2,11,12,63,4,21,19,19
2012,490005,Cambridge,Maria L. Baldwin,4,All Students,1,2,22,50,17,39,4,9,5,11,13,30,21,48,5,11,44,44
2012,490005,Cambridge,Maria L. Baldwin,4,Non-Low Income,1,4,19,73,5,19,1,4,5,19,11,42,8,31,2,8,26,26
2012,490005,Cambridge,Maria L. Baldwin,4,Low Income,0,0,3,17,12,67,3,17,0,0,2,11,13,72,3,17,18,18
2012,490005,Cambridge,Maria L. Baldwin,4,Male,0,0,9,43,11,52,1,5,0,0,7,33,12,57,2,10,21,21
2012,490005,Cambridge,Maria L. Baldwin,4,Female,1,4,13,57,6,26,3,13,5,22,6,26,9,39,3,13,23,23
2012,490005,Cambridge,Maria L. Baldwin,4,High Needs,0,0,5,23,14,64,3,14,0,0,3,14,15,68,4,18,22,22
2012,490005,Cambridge,Maria L. Baldwin,4,African American,0,0,2,15,8,62,3,23,0,0,2,15,8,62,3,23,13,13
2012,490005,Cambridge,Maria L. Baldwin,4,White,0,0,14,78,4,22,0,0,1,6,8,44,8,44,1,6,18,18
2012,490005,Cambridge,Maria L. Baldwin,4,Students with Disabilities,0,0,2,18,7,64,2,18,0,0,1,9,7,64,3,27,11,11
2012,490005,Cambridge,Maria L. Baldwin,4,Non-Title I,1,2,22,50,17,39,4,9,5,11,13,30,21,48,5,11,44,44
2012,490006,Cambridge,Amigos School,4,All Students,7,21,13,39,10,30,3,9,11,31,12,34,7,20,5,14,33,35
2012,490006,Cambridge,Amigos School,4,Non-Low Income,7,26,12,44,6,22,2,7,11,38,10,34,5,17,3,10,27,29
2012,490006,Cambridge,Amigos School,4,Male,1,6,5,31,7,44,3,19,3,17,6,33,4,22,5,28,16,18
2012,490006,Cambridge,Amigos School,4,Female,6,35,8,47,3,18,0,0,8,47,6,35,3,18,0,0,17,17
2012,490006,Cambridge,Amigos School,4,High Needs,0,0,1,8,8,67,3,25,0,0,4,31,5,38,4,31,12,13
2012,490006,Cambridge,Amigos School,4,White,5,42,5,42,1,8,1,8,8,62,3,23,1,8,1,8,12,13
2012,490006,Cambridge,Amigos School,4,Multi-Race (non-Hispanic/Latino),2,12,6,35,7,41,2,12,3,18,7,41,3,18,4,24,17,17
2012,490006,Cambridge,Amigos School,4,Non-Title I,7,21,13,39,10,30,3,9,11,31,12,34,7,20,5,14,33,35
2012,490007,Cambridge,Cambridgeport,4,All Students,1,4,11,44,8,32,5,20,3,13,9,38,8,33,4,17,25,24
2012,490007,Cambridge,Cambridgeport,4,Non-Low Income,1,6,8,47,5,29,3,18,3,19,7,44,3,19,3,19,17,16
2012,490007,Cambridge,Cambridgeport,4,Male,0,0,5,50,3,30,2,20, , , , , , , , ,10,9
2012,490007,Cambridge,Cambridgeport,4,Female,1,7,6,40,5,33,3,20,2,13,5,33,7,47,1,7,15,15
2012,490007,Cambridge,Cambridgeport,4,High Needs,0,0,3,27,4,36,4,36,0,0,2,18,6,55,3,27,11,11
2012,490007,Cambridge,Cambridgeport,4,White,1,8,7,58,4,33,0,0,2,18,6,55,1,9,2,18,12,11
2012,490007,Cambridge,Cambridgeport,4,Non-Title I,1,4,11,44,8,32,5,20,3,13,9,38,8,33,4,17,25,24
2012,490020,Cambridge,Haggerty,4,All Students,6,14,30,68,4,9,4,9,13,30,16,36,15,34,0,0,44,44
2012,490020,Cambridge,Haggerty,4,Non-Low Income,6,19,23,72,0,0,3,9,11,34,12,38,9,28,0,0,32,32
2012,490020,Cambridge,Haggerty,4,Low Income,0,0,7,58,4,33,1,8,2,17,4,33,6,50,0,0,12,12
2012,490020,Cambridge,Haggerty,4,Male,1,5,14,70,3,15,2,10,5,25,8,40,7,35,0,0,20,20
2012,490020,Cambridge,Haggerty,4,Female,5,21,16,67,1,4,2,8,8,33,8,33,8,33,0,0,24,24
2012,490020,Cambridge,Haggerty,4,High Needs,0,0,11,61,4,22,3,17,3,17,5,28,10,56,0,0,18,18
2012,490020,Cambridge,Haggerty,4,African American,0,0,7,70,2,20,1,10,2,20,2,20,6,60,0,0,10,10
2012,490020,Cambridge,Haggerty,4,White,4,19,15,71,1,5,1,5,10,48,7,33,4,19,0,0,21,21
2012,490020,Cambridge,Haggerty,4,Students with Disabilities,0,0,4,40,3,30,3,30,1,10,1,10,8,80,0,0,10,10
2012,490020,Cambridge,Haggerty,4,Non-Title I,6,14,30,68,4,9,4,9,13,30,16,36,15,34,0,0,44,44
2012,490030,Cambridge,Martin Luther King Jr.,4,All Students,4,18,11,50,7,32,0,0,2,9,9,41,9,41,2,9,22,22
2012,490030,Cambridge,Martin Luther King Jr.,4,Non-Low Income,4,40,5,50,1,10,0,0,1,10,7,70,2,20,0,0,10,10
2012,490030,Cambridge,Martin Luther King Jr.,4,Low Income,0,0,6,50,6,50,0,0,1,8,2,17,7,58,2,17,12,12
2012,490030,Cambridge,Martin Luther King Jr.,4,Male,0,0,5,45,6,55,0,0,1,9,3,27,5,45,2,18,11,11
2012,490030,Cambridge,Martin Luther King Jr.,4,Female,4,36,6,55,1,9,0,0,1,9,6,55,4,36,0,0,11,11
2012,490030,Cambridge,Martin Luther King Jr.,4,High Needs,0,0,8,57,6,43,0,0,1,7,3,21,8,57,2,14,14,14
2012,490030,Cambridge,Martin Luther King Jr.,4,African American,0,0,4,40,6,60,0,0,1,10,2,20,6,60,1,10,10,10
2012,490030,Cambridge,Martin Luther King Jr.,4,Title I,4,18,11,50,7,32,0,0,2,9,9,41,9,41,2,9,22,22
2012,490035,Cambridge,King Open,4,All Students,5,10,18,37,15,31,11,22,12,24,13,27,16,33,8,16,49,49
2012,490035,Cambridge,King Open,4,Non-Low Income,5,22,12,52,4,17,2,9,10,43,4,17,8,35,1,4,23,23
2012,490035,Cambridge,King Open,4,Low Income,0,0,6,23,11,42,9,35,2,8,9,35,8,31,7,27,26,26
2012,490035,Cambridge,King Open,4,Male,5,16,11,35,6,19,9,29,10,32,7,23,9,29,5,16,31,31
2012,490035,Cambridge,King Open,4,Female,0,0,7,39,9,50,2,11,2,11,6,33,7,39,3,17,18,18
2012,490035,Cambridge,King Open,4,High Needs,0,0,7,26,11,41,9,33,2,7,9,33,9,33,7,26,27,27
2012,490035,Cambridge,King Open,4,African American,0,0,2,17,3,25,7,58,0,0,1,8,4,33,7,58,12,12
2012,490035,Cambridge,King Open,4,White,5,20,10,40,7,28,3,12,11,44,5,20,8,32,1,4,25,25
2012,490035,Cambridge,King Open,4,Students with Disabilities,0,0,1,8,4,31,8,62,0,0,1,8,6,46,6,46,13,13
2012,490035,Cambridge,King Open,4,Non-Title I,5,10,18,37,15,31,11,22,12,24,13,27,16,33,8,16,49,49
2012,490040,Cambridge,Kennedy-Longfellow,4,All Students,2,6,8,26,14,45,7,23,1,3,5,17,19,63,5,17,31,30
2012,490040,Cambridge,Kennedy-Longfellow,4,Low Income,1,4,6,22,13,48,7,26,1,4,2,8,18,69,5,19,27,26
2012,490040,Cambridge,Kennedy-Longfellow,4,Male,1,6,4,25,10,63,1,6,0,0,3,19,11,69,2,13,16,16
2012,490040,Cambridge,Kennedy-Longfellow,4,Female,1,7,4,27,4,27,6,40,1,7,2,14,8,57,3,21,15,14
2012,490040,Cambridge,Kennedy-Longfellow,4,High Needs,1,4,6,22,13,48,7,26,1,4,2,8,18,69,5,19,27,26
2012,490040,Cambridge,Kennedy-Longfellow,4,African American,1,8,3,25,6,50,2,17,1,8,2,17,7,58,2,17,12,12
2012,490040,Cambridge,Kennedy-Longfellow,4,Title I,2,6,8,26,14,45,7,23,1,3,5,17,19,63,5,17,31,30
2012,490045,Cambridge,Morse,4,All Students,4,10,17,43,16,40,3,8,2,5,15,38,20,50,3,8,40,40
2012,490045,Cambridge,Morse,4,Non-Low Income,3,16,12,63,3,16,1,5,2,11,10,53,6,32,1,5,19,19
2012,490045,Cambridge,Morse,4,Low Income,1,5,5,24,13,62,2,10,0,0,5,24,14,67,2,10,21,21
2012,490045,Cambridge,Morse,4,Male,0,0,6,46,5,38,2,15,0,0,5,38,6,46,2,15,13,13
2012,490045,Cambridge,Morse,4,Female,4,15,11,41,11,41,1,4,2,7,10,37,14,52,1,4,27,27
2012,490045,Cambridge,Morse,4,High Needs,1,4,8,30,15,56,3,11,0,0,8,30,16,59,3,11,27,27
2012,490045,Cambridge,Morse,4,African American,0,0,5,42,6,50,1,8,0,0,3,25,8,67,1,8,12,12
2012,490045,Cambridge,Morse,4,White,3,18,9,53,4,24,1,6,2,12,8,47,6,35,1,6,17,17
2012,490045,Cambridge,Morse,4,Students with Disabilities,0,0,2,15,8,62,3,23,0,0,3,23,7,54,3,23,13,13
2012,490045,Cambridge,Morse,4,Title I,4,10,17,43,16,40,3,8,2,5,15,38,20,50,3,8,40,40
2012,490050,Cambridge,Peabody,4,All Students,4,8,26,53,10,20,9,18,10,20,18,37,16,33,5,10,49,49
